id,State,name,rate2010,rate2011,rate2012,rate2013,rate2014,rate2015,rate2016
32029,NV,Storey County,"3,995","3,951","3,914","3,876","3,898","3,967","4,051"
32031,NV,Washoe County,"422,146","424,885","428,654","432,897","438,943","445,460","453,616"
32033,NV,White Pine County,"10,043","10,113","9,986","10,004","9,977","9,815","9,682"
32510,NV,Carson City,"55,025","54,738","54,540","53,989","54,385","54,405","54,742"
33001,NH,Belknap County,"60,100","60,240","60,339","60,138","60,278","60,427","60,779"
33003,NH,Carroll County,"47,833","47,763","47,677","47,512","47,380","47,222","47,289"
33005,NH,Cheshire County,"77,066","76,915","76,851","76,598","76,288","76,089","75,774"
33007,NH,Coos County,"32,978","32,490","32,005","31,981","32,778","32,293","32,039"
33009,NH,Grafton County,"89,117","89,051","89,230","89,440","89,465","88,799","88,888"
33011,NH,Hillsborough County,"401,039","401,774","402,651","403,308","405,003","406,015","407,761"
33013,NH,Merrimack County,"146,433","146,733","146,944","147,243","147,714","148,094","148,582"
33015,NH,Rockingham County,"295,339","296,001","297,694","298,706","300,532","301,640","303,251"
33017,NH,Strafford County,"123,213","124,053","124,612","124,802","126,218","126,504","127,428"
33019,NH,Sullivan County,"43,754","43,453","43,179","42,959","43,087","43,028","43,004"
34001,NJ,Atlantic County,"274,757","275,017","275,604","275,784","274,715","273,035","270,991"
34003,NJ,Bergen County,"906,800","913,717","919,694","925,497","931,196","936,010","939,151"
34005,NJ,Burlington County,"449,238","450,555","451,226","449,939","451,054","449,675","449,284"
34007,NJ,Camden County,"513,597","513,097","512,906","511,702","510,670","510,295","510,150"
34009,NJ,Cape May County,"97,267","96,604","96,460","95,868","95,417","94,843","94,430"
34011,NJ,Cumberland County,"156,598","157,000","157,071","156,264","156,346","155,241","153,797"
34013,NJ,Essex County,"784,664","786,958","787,579","789,953","793,443","795,039","796,914"
34015,NJ,Gloucester County,"288,989","289,737","290,094","290,408","291,493","292,106","292,330"
34017,NJ,Hudson County,"636,254","647,983","657,113","664,163","669,604","673,765","677,983"
34019,NJ,Hunterdon County,"127,357","127,228","126,492","126,221","125,762","125,390","124,676"
34021,NJ,Mercer County,"367,997","368,044","370,087","371,506","371,688","371,199","371,023"
34023,NJ,Middlesex County,"811,229","817,143","823,670","828,714","833,724","836,079","837,073"
34025,NJ,Monmouth County,"630,790","629,815","628,782","628,486","627,771","626,775","625,846"
34027,NJ,Morris County,"492,873","495,792","497,310","498,546","498,376","498,419","498,423"
34029,NJ,Ocean County,"577,674","579,038","580,682","582,978","585,881","588,791","592,497"
34031,NJ,Passaic County,"502,295","504,031","505,101","506,391","508,185","508,398","507,945"
34033,NJ,Salem County,"65,983","66,029","65,627","64,994","64,522","63,941","63,436"
34035,NJ,Somerset County,"324,158","326,716","328,580","330,962","332,120","333,015","333,751"
34037,NJ,Sussex County,"148,832","148,138","147,033","145,690","144,841","143,385","142,522"
34039,NJ,Union County,"537,720","540,487","544,465","548,112","551,024","552,949","555,630"
34041,NJ,Warren County,"108,657","108,114","107,635","106,984","107,169","107,071","106,617"
35001,NM,Bernalillo County,"664,109","669,295","672,685","674,460","674,829","674,959","676,953"
35003,NM,Catron County,"3,739","3,715","3,651","3,580","3,538","3,459","3,508"
35005,NM,Chaves County,"65,753","65,646","65,705","65,861","65,672","65,529","65,282"
35006,NM,Cibola County,"27,314","27,508","27,316","27,439","27,303","27,322","27,487"
35007,NM,Colfax County,"13,736","13,614","13,226","13,039","12,674","12,387","12,253"
35009,NM,Curry County,"48,959","49,699","50,690","50,574","50,969","50,206","50,280"
35011,NM,De Baca County,"2,019","1,972","1,941","1,893","1,823","1,831","1,793"
35013,NM,Do±a Ana County,"210,203","212,869","214,162","213,651","213,536","213,567","214,207"
35015,NM,Eddy County,"53,906","54,045","54,424","55,599","56,591","57,611","57,621"
35017,NM,Grant County,"29,399","29,393","29,320","29,241","28,988","28,564","28,280"
35019,NM,Guadalupe County,"4,692","4,651","4,612","4,549","4,445","4,364","4,376"
35021,NM,Harding County,687,711,698,688,680,699,665
35023,NM,Hidalgo County,"4,855","4,840","4,785","4,616","4,539","4,414","4,302"
35025,NM,Lea County,"64,623","65,037","66,182","68,164","69,707","70,848","69,749"
35027,NM,Lincoln County,"20,463","20,394","20,198","19,979","19,635","19,391","19,429"
35028,NM,Los Alamos County,"18,012","18,174","18,149","17,817","17,668","17,696","18,147"
35029,NM,Luna County,"25,108","25,135","24,983","24,686","24,540","24,476","24,450"
35031,NM,McKinley County,"71,743","73,488","72,691","73,270","74,044","76,800","74,923"
35033,NM,Mora County,"4,884","4,781","4,675","4,665","4,571","4,577","4,504"
35035,NM,Otero County,"64,356","65,494","66,016","65,813","64,994","64,430","65,410"
35037,NM,Quay County,"9,064","9,082","8,816","8,687","8,454","8,452","8,365"
35039,NM,Rio Arriba County,"40,310","40,313","40,254","40,058","39,742","39,526","40,040"
35041,NM,Roosevelt County,"20,007","20,461","20,341","19,996","19,599","19,074","19,082"
35043,NM,Sandoval County,"132,370","134,246","135,383","136,482","137,540","139,157","142,025"
35045,NM,San Juan County,"130,135","127,991","128,331","126,518","124,055","118,701","115,079"
35047,NM,San Miguel County,"29,401","29,335","29,026","28,696","28,318","27,951","27,760"
35049,NM,Santa Fe County,"144,465","145,378","146,157","146,754","147,329","147,708","148,651"
35051,NM,Sierra County,"12,030","12,026","11,881","11,561","11,315","11,261","11,191"
35053,NM,Socorro County,"17,803","17,817","17,524","17,525","17,320","17,222","17,027"
35055,NM,Taos County,"32,904","32,931","32,817","32,991","33,046","32,887","33,065"
35057,NM,Torrance County,"16,379","16,400","16,074","15,681","15,514","15,422","15,302"
35059,NM,Union County,"4,547","4,438","4,432","4,372","4,271","4,201","4,183"
35061,NM,Valencia County,"76,781","76,877","76,639","76,288","75,775","75,636","75,626"
36001,NY,Albany County,"304,078","305,019","306,384","307,496","308,295","308,432","308,846"
36003,NY,Allegany County,"48,949","48,818","48,247","48,005","47,765","47,407","47,077"
36005,NY,Bronx County,"1,388,240","1,399,990","1,414,774","1,426,550","1,437,687","1,449,196","199,999"
36007,NY,Broome County,"200,469","199,459","198,916","198,370","197,669","196,618","195,334"
36009,NY,Cattaraugus County,"80,249","79,839","79,365","78,958","78,621","77,909","77,677"
36011,NY,Cayuga County,"79,844","79,811","79,637","79,242","78,857","78,316","77,861"
36013,NY,Chautauqua County,"134,760","134,266","133,438","133,005","131,980","130,811","129,504"
36015,NY,Chemung County,"88,972","88,988","89,264","88,498","87,506","87,120","86,322"
36017,NY,Chenango County,"50,371","50,254","49,919","49,522","49,432","48,979","48,579"
36019,NY,Clinton County,"82,068","81,852","81,869","81,749","81,682","81,154","81,073"
36021,NY,Columbia County,"63,017","62,626","62,539","62,269","62,013","61,491","60,989"
36023,NY,Cortland County,"49,245","49,497","49,154","49,038","48,875","48,429","48,070"
36025,NY,Delaware County,"47,877","47,654","47,330","46,874","46,600","46,074","45,523"
36027,NY,Dutchess County,"297,757","298,289","297,213","296,708","295,903","295,228","294,473"
36029,NY,Erie County,"919,220","920,088","920,792","922,150","923,702","922,957","921,046"
36031,NY,Essex County,"39,288","39,479","39,114","38,832","38,572","38,371","38,102"
36033,NY,Franklin County,"51,624","51,568","51,788","51,242","51,092","50,502","50,409"
36035,NY,Fulton County,"55,468","55,264","55,033","54,521","54,145","53,960","53,828"
36037,NY,Genesee County,"59,939","59,923","59,762","59,262","58,949","58,810","58,482"
36039,NY,Greene County,"49,118","48,992","48,711","48,416","48,015","47,695","47,508"
36041,NY,Hamilton County,"4,834","4,834","4,797","4,760","4,689","4,698","4,542"
36043,NY,Herkimer County,"64,426","64,615","64,527","64,122","63,602","62,924","62,613"
36045,NY,Jefferson County,"116,571","118,161","120,730","119,112","118,724","117,260","114,006"
36047,NY,Kings County,"2,510,240","2,543,667","2,572,282","2,595,344","2,612,544","2,624,941","199,999"
36049,NY,Lewis County,"27,063","27,087","27,267","27,168","27,214","27,022","26,865"
36051,NY,Livingston County,"65,234","64,890","64,854","64,723","64,692","64,583","64,257"
36053,NY,Madison County,"73,431","72,970","72,490","72,547","72,306","71,771","71,329"
36055,NY,Monroe County,"744,959","747,714","748,947","750,367","750,089","749,048","747,727"
36057,NY,Montgomery County,"50,286","49,932","49,848","49,789","49,747","49,673","49,276"
36059,NY,Nassau County,"1,341,879","1,346,815","1,350,748","1,354,258","1,357,799","1,359,702","199,999"
36061,NY,New York County,"1,588,530","1,609,533","1,625,121","1,630,453","1,634,468","1,641,168","199,999"
36063,NY,Niagara County,"216,489","215,729","214,841","214,267","213,484","212,522","211,758"
36065,NY,Oneida County,"234,836","234,292","234,061","233,800","233,213","232,025","231,190"
36067,NY,Onondaga County,"467,522","467,913","467,712","469,328","468,742","468,275","466,194"
36069,NY,Ontario County,"108,218","108,750","108,801","109,285","109,684","109,654","109,828"
36071,NY,Orange County,"373,484","374,358","374,100","374,956","375,814","377,130","379,210"
36073,NY,Orleans County,"42,846","42,693","42,465","42,328","41,947","41,604","41,346"
36075,NY,Oswego County,"122,129","121,999","121,551","121,321","120,744","119,962","118,987"
36077,NY,Otsego County,"62,192","61,982","61,805","61,558","60,907","60,530","60,097"
36079,NY,Putnam County,"99,827","99,958","99,717","99,678","99,478","99,265","98,900"
36081,NY,Queens County,"2,235,310","2,259,756","2,278,024","2,297,598","2,314,149","2,327,228","199,999"
36083,NY,Rensselaer County,"159,347","159,694","159,669","159,862","160,092","160,101","160,070"
36085,NY,Richmond County,"469,706","471,152","470,978","472,515","473,142","473,969","476,015"
36087,NY,Rockland County,"312,533","315,772","317,763","320,321","322,855","325,491","326,780"
36089,NY,St. Lawrence County,"111,821","112,468","112,621","112,253","111,800","110,935","110,038"
36091,NY,Saratoga County,"220,094","221,166","222,553","224,207","224,692","226,140","227,053"
36093,NY,Schenectady County,"154,896","154,673","154,945","154,964","155,006","154,758","154,553"
36095,NY,Schoharie County,"32,688","32,662","32,086","31,872","31,690","31,372","31,317"
36097,NY,Schuyler County,"18,309","18,492","18,579","18,502","18,301","18,199","18,099"
36099,NY,Seneca County,"35,246","35,353","35,380","35,272","34,904","34,848","34,777"
36101,NY,Steuben County,"98,990","99,272","99,064","98,952","98,253","97,546","96,940"
36103,NY,Suffolk County,"1,494,747","1,500,259","1,499,382","1,500,776","1,500,008","1,497,903","199,999"
36105,NY,Sullivan County,"77,412","77,104","76,952","76,919","75,667","74,751","74,801"
36107,NY,Tioga County,"51,000","50,945","50,303","50,128","49,793","49,261","48,760"
36109,NY,Tompkins County,"101,774","102,111","103,135","104,270","104,498","104,564","104,871"
36111,NY,Ulster County,"182,408","182,647","181,811","180,987","180,680","179,824","179,225"
36113,NY,Warren County,"65,678","65,694","65,418","65,145","64,882","64,544","64,567"
36115,NY,Washington County,"63,321","63,112","63,066","62,777","62,442","62,238","61,800"
36117,NY,Wayne County,"93,756","93,260","93,012","92,393","91,829","91,340","90,798"
36119,NY,Westchester County,"950,588","957,052","961,073","967,377","970,255","972,900","974,542"
36121,NY,Wyoming County,"42,118","41,930","41,771","41,431","41,200","41,004","40,791"
36123,NY,Yates County,"25,349","25,387","25,271","25,154","25,130","25,051","24,923"
37001,NC,Alamance County,"151,486","152,847","153,659","154,622","156,036","157,857","159,688"
37003,NC,Alexander County,"37,238","37,108","36,964","36,999","37,360","37,304","37,428"
37005,NC,Alleghany County,"11,144","11,024","10,923","10,896","10,863","10,812","10,848"
37007,NC,Anson County,"26,858","26,508","26,311","25,959","26,066","25,632","25,448"
37009,NC,Ashe County,"27,205","27,132","27,099","27,036","27,000","26,900","26,924"
37011,NC,Avery County,"17,730","17,766","17,630","17,704","17,723","17,592","17,516"
37013,NC,Beaufort County,"47,787","47,707","47,497","47,496","47,505","47,543","47,526"
37015,NC,Bertie County,"21,242","20,968","20,591","20,444","20,440","20,290","19,854"
37017,NC,Bladen County,"35,156","35,004","34,922","34,810","34,531","34,266","33,741"
37019,NC,Brunswick County,"108,065","110,223","112,163","115,287","118,809","122,622","126,953"
37021,NC,Buncombe County,"238,823","241,387","244,188","247,480","249,997","252,808","256,088"
37023,NC,Burke County,"90,595","90,609","89,901","89,265","88,689","88,704","88,851"
37025,NC,Cabarrus County,"178,581","181,199","184,290","187,294","191,796","196,508","201,590"
37027,NC,Caldwell County,"82,968","82,311","81,979","81,912","81,494","81,282","81,449"
37029,NC,Camden County,"9,983","10,045","10,035","10,135","10,272","10,279","10,418"
37031,NC,Carteret County,"66,696","67,358","67,738","68,441","68,751","68,863","68,890"
37033,NC,Caswell County,"23,715","23,603","23,220","23,294","23,036","23,012","22,910"
37035,NC,Catawba County,"154,719","154,556","154,940","155,202","155,109","155,593","156,459"
37037,NC,Chatham County,"63,796","65,193","65,764","66,622","68,492","70,770","72,243"
37039,NC,Cherokee County,"27,425","27,134","26,971","27,060","27,056","27,137","27,905"
37041,NC,Chowan County,"14,746","14,812","14,715","14,721","14,589","14,372","14,383"
37043,NC,Clay County,"10,589","10,676","10,684","10,650","10,644","10,755","10,915"
37045,NC,Cleveland County,"97,973","97,534","97,425","97,000","97,071","96,924","97,144"
37047,NC,Columbus County,"57,938","57,828","57,591","57,146","56,906","56,927","56,505"
37049,NC,Craven County,"103,937","104,701","105,309","104,425","104,343","103,427","103,445"
37051,NC,Cumberland County,"320,128","323,887","323,454","326,676","326,369","325,581","327,127"
37053,NC,Currituck County,"23,661","23,899","24,030","24,337","24,913","25,231","25,809"
37055,NC,Dare County,"33,986","34,193","34,453","34,892","35,039","35,586","35,964"
37057,NC,Davidson County,"162,854","163,305","163,474","163,737","163,958","164,196","164,926"
37059,NC,Davie County,"41,279","41,337","41,323","41,475","41,332","41,696","42,013"
37061,NC,Duplin County,"58,599","59,309","59,466","59,241","59,258","58,670","58,969"
37063,NC,Durham County,"270,962","276,590","282,676","288,512","295,116","300,573","306,212"
37065,NC,Edgecombe County,"56,603","56,108","55,746","55,529","54,921","53,831","53,318"
37067,NC,Forsyth County,"351,502","354,565","357,815","361,049","365,059","368,019","371,511"
37069,NC,Franklin County,"60,777","61,054","61,537","62,226","62,802","63,674","64,705"
37071,NC,Gaston County,"206,093","206,979","208,128","209,384","210,921","213,366","216,965"
37073,NC,Gates County,"12,160","12,076","11,919","11,667","11,562","11,448","11,478"
37075,NC,Graham County,"8,869","8,792","8,707","8,734","8,648","8,610","8,558"
37077,NC,Granville County,"57,649","57,657","57,764","58,034","58,329","58,549","59,031"
37079,NC,Greene County,"21,371","21,679","21,392","21,217","21,236","21,190","21,168"
37081,NC,Guilford County,"489,557","495,129","500,841","506,794","512,562","517,548","521,330"
37083,NC,Halifax County,"54,464","54,189","53,866","53,318","52,971","52,323","51,766"
37085,NC,Harnett County,"115,759","119,211","122,220","125,095","126,780","128,124","130,881"
37087,NC,Haywood County,"58,954","58,714","58,796","59,131","59,376","59,899","60,682"
37089,NC,Henderson County,"106,903","107,474","108,014","109,269","110,707","112,327","114,209"
37091,NC,Hertford County,"24,612","24,520","24,414","24,400","24,368","24,108","24,136"
37093,NC,Hoke County,"47,400","49,401","50,413","51,109","51,640","52,841","53,262"
37095,NC,Hyde County,"5,812","5,827","5,736","5,726","5,662","5,503","5,517"
37097,NC,Iredell County,"159,834","161,111","162,823","164,811","166,921","169,992","172,916"
37099,NC,Jackson County,"40,350","40,202","40,560","41,020","40,985","41,327","42,241"
37101,NC,Johnston County,"169,666","172,835","174,837","177,729","181,025","185,733","191,450"
37103,NC,Jones County,"10,075","10,261","10,272","10,194","10,060","10,000","9,845"
37105,NC,Lee County,"57,874","58,549","59,341","59,857","59,449","59,438","59,616"
37107,NC,Lenoir County,"59,488","59,484","59,166","58,831","58,372","58,041","57,307"
37109,NC,Lincoln County,"78,077","78,185","78,612","79,089","79,474","80,574","81,168"
37111,NC,McDowell County,"45,069","44,974","45,006","44,990","45,029","44,963","45,075"
37113,NC,Macon County,"33,934","33,848","33,820","33,773","33,838","34,150","34,376"
37115,NC,Madison County,"20,781","20,828","20,890","21,140","21,178","21,104","21,340"
37117,NC,Martin County,"24,460","24,238","23,888","23,703","23,455","23,334","23,172"
37119,NC,Mecklenburg County,"923,326","945,113","968,367","991,322","1,010,878","1,033,466","199,999"
37121,NC,Mitchell County,"15,535","15,375","15,380","15,344","15,283","15,183","15,126"
37123,NC,Montgomery County,"27,730","27,835","27,616","27,486","27,346","27,508","27,418"
37125,NC,Moore County,"88,607","89,389","90,376","91,638","93,126","94,436","95,776"
37127,NC,Nash County,"95,842","95,685","95,240","94,461","94,299","93,919","94,005"
37129,NC,New Hanover County,"203,314","205,979","209,189","213,186","216,423","219,868","223,483"
37131,NC,Northampton County,"21,992","21,956","21,312","20,811","20,584","20,433","20,000"
37133,NC,Onslow County,"179,613","177,898","183,807","185,545","185,252","187,033","187,136"
37135,NC,Orange County,"133,974","134,689","137,551","139,114","139,876","140,696","141,796"
37137,NC,Pamlico County,"13,104","13,298","13,041","12,900","12,915","12,784","12,821"
37139,NC,Pasquotank County,"40,721","40,383","40,546","39,774","39,690","39,673","39,864"
37141,NC,Pender County,"52,343","53,286","53,884","54,993","56,144","57,680","59,090"
37143,NC,Perquimans County,"13,482","13,466","13,543","13,596","13,468","13,410","13,335"
37145,NC,Person County,"39,415","39,518","39,167","39,222","39,111","39,198","39,284"
37147,NC,Pitt County,"168,825","170,756","172,913","174,332","175,105","176,182","177,220"
37149,NC,Polk County,"20,451","20,285","20,246","20,378","20,317","20,344","20,334"
37151,NC,Randolph County,"141,958","141,835","142,251","142,276","142,444","142,553","143,416"
37153,NC,Richmond County,"46,629","46,636","46,357","46,132","45,687","45,436","44,939"
37155,NC,Robeson County,"134,450","135,103","135,412","135,074","134,869","134,292","133,235"
37157,NC,Rockingham County,"93,620","93,204","92,684","91,939","91,798","91,675","91,393"
37159,NC,Rowan County,"138,375","137,996","137,832","138,126","138,558","139,021","139,933"
37161,NC,Rutherford County,"67,744","67,367","67,204","66,830","66,587","66,462","66,421"
37163,NC,Sampson County,"63,551","63,700","63,912","64,046","63,913","63,568","63,124"
37165,NC,Scotland County,"36,081","36,324","36,156","35,992","35,743","35,418","35,244"
37167,NC,Stanly County,"60,551","60,480","60,485","60,595","60,595","60,586","60,791"
37169,NC,Stokes County,"47,342","47,196","46,773","46,593","46,429","46,372","46,097"
37171,NC,Surry County,"73,770","73,632","73,485","72,890","72,798","72,548","72,113"
37173,NC,Swain County,"13,998","14,016","14,098","14,017","14,282","14,428","14,346"
37175,NC,Transylvania County,"33,066","32,799","32,820","32,827","32,979","33,202","33,482"
37177,NC,Tyrrell County,"4,413","4,340","4,138","4,101","4,120","4,140","4,141"
37179,NC,Union County,"202,166","205,122","208,362","212,549","218,168","222,384","226,606"
37181,NC,Vance County,"45,302","45,250","45,057","44,510","44,378","44,351","44,244"
37183,NC,Wake County,"906,949","929,208","952,296","973,920","997,897","1,021,974","1,046,791"
37185,NC,Warren County,"20,985","20,994","20,663","20,521","20,318","20,213","19,907"
37187,NC,Washington County,"13,163","12,954","12,716","12,726","12,531","12,347","12,195"
37189,NC,Watauga County,"50,987","51,583","52,062","52,311","52,407","53,024","53,922"
37191,NC,Wayne County,"122,908","124,042","124,551","124,634","124,583","124,319","124,150"
37193,NC,Wilkes County,"69,195","69,189","69,279","69,073","68,827","68,519","68,740"
37195,NC,Wilson County,"81,251","81,444","81,755","81,603","81,379","81,686","81,661"
37197,NC,Yadkin County,"38,436","38,317","38,125","38,048","37,826","37,563","37,532"
37199,NC,Yancey County,"17,794","17,678","17,616","17,566","17,573","17,564","17,678"
38001,ND,Adams County,"2,349","2,304","2,319","2,375","2,367","2,373","2,305"
38003,ND,Barnes County,"11,067","11,108","11,004","11,126","11,090","11,019","10,926"
38005,ND,Benson County,"6,675","6,694","6,760","6,887","6,860","6,764","6,739"
38007,ND,Billings County,771,838,914,889,898,920,934
38009,ND,Bottineau County,"6,427","6,505","6,581","6,722","6,656","6,712","6,579"
38011,ND,Bowman County,"3,144","3,137","3,211","3,218","3,238","3,281","3,241"
38013,ND,Burke County,"1,959","2,049","2,162","2,286","2,237","2,312","2,198"
38015,ND,Burleigh County,"81,714","83,544","85,981","88,662","90,565","93,104","94,487"
38017,ND,Cass County,"150,268","152,925","157,040","163,246","167,203","171,524","175,249"
38019,ND,Cavalier County,"3,983","3,952","3,945","3,876","3,859","3,830","3,827"
38021,ND,Dickey County,"5,285","5,271","5,251","5,239","5,137","5,108","5,064"
38023,ND,Divide County,"2,078","2,141","2,239","2,318","2,428","2,446","2,413"
38025,ND,Dunn County,"3,542","3,751","3,967","4,144","4,369","4,574","4,366"
38027,ND,Eddy County,"2,382","2,351","2,372","2,390","2,364","2,367","2,358"
38029,ND,Emmons County,"3,543","3,528","3,485","3,483","3,425","3,393","3,346"
38031,ND,Foster County,"3,344","3,351","3,387","3,362","3,347","3,328","3,303"
38033,ND,Golden Valley County,"1,683","1,750","1,803","1,815","1,829","1,846","1,817"
38035,ND,Grand Forks County,"66,992","66,646","67,697","69,307","70,132","70,746","71,083"
38037,ND,Grant County,"2,389","2,358","2,341","2,376","2,359","2,391","2,377"
38039,ND,Griggs County,"2,411","2,378","2,359","2,297","2,311","2,309","2,277"
38041,ND,Hettinger County,"2,474","2,524","2,558","2,663","2,654","2,693","2,629"
38043,ND,Kidder County,"2,439","2,443","2,431","2,420","2,421","2,409","2,414"
38045,ND,LaMoure County,"4,124","4,116","4,101","4,117","4,100","4,128","4,111"
38047,ND,Logan County,"1,999","1,968","1,938","1,937","1,946","1,933","1,941"
38049,ND,McHenry County,"5,397","5,492","5,783","5,891","5,958","5,965","5,963"
38051,ND,McIntosh County,"2,796","2,765","2,756","2,752","2,764","2,757","2,656"
38053,ND,McKenzie County,"6,398","7,005","7,963","9,255","10,960","12,792","12,621"
38055,ND,McLean County,"8,993","9,086","9,384","9,474","9,565","9,729","9,729"
38057,ND,Mercer County,"8,426","8,426","8,492","8,596","8,741","8,831","8,694"
38059,ND,Morton County,"27,576","27,739","28,084","29,042","29,860","30,368","30,809"
38061,ND,Mountrail County,"7,720","8,107","8,741","9,336","9,751","10,307","10,242"
38063,ND,Nelson County,"3,120","3,067","3,082","3,077","3,055","2,975","2,960"
38065,ND,Oliver County,"1,837","1,850","1,837","1,869","1,851","1,849","1,870"
38067,ND,Pembina County,"7,397","7,386","7,262","7,158","7,118","7,072","7,069"
38069,ND,Pierce County,"4,353","4,377","4,461","4,442","4,393","4,301","4,267"
38071,ND,Ramsey County,"11,451","11,521","11,572","11,554","11,587","11,632","11,547"
38073,ND,Ransom County,"5,429","5,426","5,475","5,494","5,452","5,460","5,404"
38075,ND,Renville County,"2,475","2,495","2,554","2,618","2,578","2,567","2,550"
38077,ND,Richland County,"16,330","16,273","16,221","16,301","16,381","16,390","16,353"
38079,ND,Rolette County,"14,002","14,152","14,364","14,648","14,702","14,662","14,659"
38081,ND,Sargent County,"3,804","3,802","3,894","3,873","3,920","3,866","3,890"
38083,ND,Sheridan County,"1,314","1,316","1,279","1,319","1,318","1,302","1,322"
38085,ND,Sioux County,"4,150","4,251","4,352","4,462","4,478","4,396","4,469"
38087,ND,Slope County,728,725,761,759,766,764,763
38089,ND,Stark County,"24,352","25,171","26,919","28,406","30,524","32,139","31,199"
38091,ND,Steele County,"1,976","2,035","2,000","1,966","1,955","1,961","1,962"
38093,ND,Stutsman County,"21,124","21,014","20,983","21,132","21,190","21,108","21,128"
38095,ND,Towner County,"2,234","2,295","2,326","2,297","2,305","2,268","2,263"
38097,ND,Traill County,"8,112","8,055","8,070","8,200","8,065","8,011","8,030"
38099,ND,Walsh County,"11,091","11,034","11,065","11,114","10,963","10,927","10,904"
38101,ND,Ward County,"62,114","64,353","65,554","68,031","69,595","71,379","70,210"
38103,ND,Wells County,"4,199","4,219","4,266","4,190","4,171","4,160","4,098"
38105,ND,Williams County,"22,586","24,407","26,741","29,608","32,143","35,387","34,337"
39001,OH,Adams County,"28,562","28,522","28,358","28,140","28,135","28,016","27,907"
39003,OH,Allen County,"106,395","105,939","105,295","105,129","104,944","104,210","103,742"
39005,OH,Ashland County,"53,319","53,261","53,247","53,193","53,244","53,380","53,652"
39007,OH,Ashtabula County,"101,394","101,080","100,251","99,739","99,112","98,544","98,231"
39009,OH,Athens County,"65,221","65,102","64,605","64,432","64,592","65,699","66,186"
39011,OH,Auglaize County,"45,932","45,812","45,869","45,886","45,860","45,847","45,894"
39013,OH,Belmont County,"70,318","70,055","69,612","69,494","69,324","69,039","68,673"
39015,OH,Brown County,"44,878","44,661","44,392","44,240","44,081","43,825","43,759"
39017,OH,Butler County,"369,078","370,199","370,651","371,092","373,451","375,459","377,537"
39019,OH,Carroll County,"28,825","28,894","28,587","28,305","28,188","27,790","27,669"
39021,OH,Champaign County,"40,060","39,873","39,574","39,463","39,094","38,998","38,747"
39023,OH,Clark County,"138,245","137,754","137,172","136,689","136,412","135,815","134,786"
39025,OH,Clermont County,"197,708","198,566","199,195","200,158","201,295","201,791","203,022"
39027,OH,Clinton County,"41,903","41,912","41,828","41,868","41,819","41,852","41,902"
39029,OH,Columbiana County,"107,858","107,238","106,417","105,801","105,563","104,683","103,685"
39031,OH,Coshocton County,"36,927","36,909","36,818","36,750","36,568","36,587","36,602"
39033,OH,Crawford County,"43,770","43,303","42,828","42,744","42,441","42,330","42,083"
39035,OH,Cuyahoga County,"1,278,326","1,269,895","1,265,611","1,263,334","1,260,226","1,255,025","199,999"
39037,OH,Darke County,"52,962","52,666","52,496","52,330","52,221","52,100","51,778"
39039,OH,Defiance County,"39,103","39,029","38,829","38,559","38,545","38,349","38,158"
39041,OH,Delaware County,"175,148","178,526","181,128","185,225","189,282","192,884","196,463"
39043,OH,Erie County,"77,036","76,664","76,455","76,132","75,876","75,471","75,107"
39045,OH,Fairfield County,"146,408","147,328","147,500","148,900","150,492","151,326","152,597"
39047,OH,Fayette County,"29,013","28,908","28,838","28,754","28,683","28,646","28,676"
39049,OH,Franklin County,"1,166,371","1,180,021","1,197,640","1,214,774","1,233,388","1,250,269","199,999"
39051,OH,Fulton County,"42,614","42,467","42,452","42,326","42,560","42,477","42,514"
39053,OH,Gallia County,"31,093","31,002","30,843","30,569","30,345","30,110","30,015"
39055,OH,Geauga County,"93,416","93,395","93,862","93,960","94,123","94,095","94,060"
39057,OH,Greene County,"161,612","163,595","164,421","163,805","164,599","164,036","164,765"
39059,OH,Guernsey County,"40,117","39,862","39,836","39,627","39,594","39,269","39,063"
39061,OH,Hamilton County,"802,284","800,621","802,326","804,172","806,480","807,748","809,099"
39063,OH,Hancock County,"74,687","75,062","75,638","75,738","75,380","75,734","75,872"
39065,OH,Hardin County,"32,101","31,815","31,639","31,740","31,776","31,632","31,474"
39067,OH,Harrison County,"15,846","15,800","15,703","15,625","15,546","15,424","15,307"
39069,OH,Henry County,"28,116","28,227","28,074","28,077","27,887","27,783","27,629"
39071,OH,Highland County,"43,608","43,432","43,034","43,281","43,181","43,018","43,029"
39073,OH,Hocking County,"29,468","29,481","29,304","28,612","28,722","28,474","28,340"
39075,OH,Holmes County,"42,471","42,791","43,138","43,657","43,841","43,939","43,936"
39077,OH,Huron County,"59,578","59,395","59,243","58,832","58,639","58,366","58,439"
39079,OH,Jackson County,"33,273","33,150","32,909","32,833","32,794","32,546","32,505"
39081,OH,Jefferson County,"69,614","68,881","68,336","67,984","67,683","67,327","66,704"
39083,OH,Knox County,"61,087","61,285","60,790","60,843","60,970","60,973","60,814"
39085,OH,Lake County,"230,016","229,803","229,409","229,684","229,360","229,262","228,614"
39087,OH,Lawrence County,"62,418","62,381","62,114","61,919","61,568","61,042","60,872"
39089,OH,Licking County,"166,736","167,241","167,765","168,573","169,517","170,759","172,198"
39091,OH,Logan County,"45,765","45,606","45,444","45,453","45,532","45,348","45,165"
39093,OH,Lorain County,"301,468","301,915","301,689","302,907","304,280","305,213","306,365"
