id,State,name,rate2010,rate2011,rate2012,rate2013,rate2014,rate2015,rate2016
18145,IN,Shelby County,"44,321","44,349","44,345","44,422","44,487","44,442","44,324"
18147,IN,Spencer County,"20,880","21,049","20,866","20,824","20,818","20,727","20,648"
18149,IN,Starke County,"23,358","23,206","23,195","23,189","23,011","22,940","23,009"
18151,IN,Steuben County,"34,135","34,070","34,164","34,346","34,427","34,343","34,116"
18153,IN,Sullivan County,"21,409","21,234","21,216","21,172","21,013","20,927","20,802"
18155,IN,Switzerland County,"10,625","10,561","10,395","10,517","10,470","10,509","10,527"
18157,IN,Tippecanoe County,"173,046","175,513","178,430","181,242","183,515","185,741","188,059"
18159,IN,Tipton County,"15,883","15,855","15,728","15,582","15,452","15,292","15,182"
18161,IN,Union County,"7,533","7,475","7,334","7,288","7,224","7,195","7,212"
18163,IN,Vanderburgh County,"179,857","180,372","181,031","181,693","182,073","181,941","181,721"
18165,IN,Vermillion County,"16,139","16,103","15,941","15,858","15,684","15,634","15,645"
18167,IN,Vigo County,"107,899","108,296","108,528","108,226","108,100","107,708","107,931"
18169,IN,Wabash County,"32,856","32,587","32,437","32,354","32,255","32,075","31,762"
18171,IN,Warren County,"8,502","8,480","8,391","8,378","8,330","8,280","8,166"
18173,IN,Warrick County,"59,850","60,231","60,458","61,054","61,229","61,894","62,498"
18175,IN,Washington County,"28,282","28,182","27,911","27,791","27,869","27,721","27,670"
18177,IN,Wayne County,"68,902","68,663","68,304","67,854","67,406","66,984","66,568"
18179,IN,Wells County,"27,678","27,747","27,713","27,744","27,839","27,937","27,949"
18181,IN,White County,"24,683","24,518","24,390","24,328","24,383","24,224","23,999"
18183,IN,Whitley County,"33,347","33,305","33,283","33,232","33,413","33,395","33,449"
19001,IA,Adair County,"7,665","7,565","7,493","7,440","7,416","7,211","7,092"
19003,IA,Adams County,"4,026","3,996","3,905","3,890","3,865","3,758","3,693"
19005,IA,Allamakee County,"14,350","14,204","14,134","14,043","14,064","13,882","13,884"
19007,IA,Appanoose County,"12,859","12,863","12,702","12,645","12,649","12,551","12,462"
19009,IA,Audubon County,"6,112","6,019","5,883","5,882","5,785","5,738","5,678"
19011,IA,Benton County,"26,055","26,121","25,855","25,724","25,658","25,663","25,699"
19013,IA,Black Hawk County,"131,176","131,460","131,761","132,780","133,161","133,499","132,904"
19015,IA,Boone County,"26,278","26,337","26,228","26,359","26,367","26,571","26,532"
19017,IA,Bremer County,"24,286","24,368","24,477","24,588","24,673","24,779","24,798"
19019,IA,Buchanan County,"20,958","20,901","20,964","20,996","21,120","21,084","20,992"
19021,IA,Buena Vista County,"20,324","20,244","20,543","20,552","20,507","20,289","20,332"
19023,IA,Butler County,"14,906","14,960","14,991","15,017","14,972","14,896","14,791"
19025,IA,Calhoun County,"10,171","10,072","9,924","9,922","9,861","9,828","9,846"
19027,IA,Carroll County,"20,828","20,857","20,685","20,582","20,562","20,507","20,437"
19029,IA,Cass County,"13,935","13,783","13,711","13,582","13,359","13,354","13,157"
19031,IA,Cedar County,"18,490","18,418","18,402","18,338","18,388","18,362","18,454"
19033,IA,Cerro Gordo County,"44,116","43,978","43,723","43,506","43,227","42,988","43,070"
19035,IA,Cherokee County,"12,112","12,023","11,959","11,894","11,832","11,567","11,508"
19037,IA,Chickasaw County,"12,426","12,423","12,284","12,228","12,200","12,085","12,023"
19039,IA,Clarke County,"9,312","9,314","9,351","9,252","9,210","9,245","9,309"
19041,IA,Clay County,"16,634","16,610","16,576","16,480","16,509","16,491","16,333"
19043,IA,Clayton County,"18,082","17,992","17,926","17,771","17,713","17,674","17,590"
19045,IA,Clinton County,"49,112","49,100","48,716","48,293","47,923","47,617","47,309"
19047,IA,Crawford County,"17,164","17,250","17,325","17,328","17,146","16,998","16,940"
19049,IA,Dallas County,"66,699","69,759","72,271","75,010","77,798","80,777","84,516"
19051,IA,Davis County,"8,770","8,760","8,697","8,762","8,745","8,777","8,860"
19053,IA,Decatur County,"8,421","8,261","8,255","8,240","8,231","8,185","8,141"
19055,IA,Delaware County,"17,769","17,652","17,578","17,499","17,413","17,406","17,327"
19057,IA,Des Moines County,"40,257","40,095","40,265","40,437","40,143","39,985","39,739"
19059,IA,Dickinson County,"16,669","16,889","16,986","16,944","16,937","17,122","17,243"
19061,IA,Dubuque County,"93,926","94,564","95,211","95,964","96,582","97,034","97,003"
19063,IA,Emmet County,"10,282","10,081","9,964","9,904","9,841","9,732","9,658"
19065,IA,Fayette County,"20,859","20,979","20,803","20,528","20,345","20,223","20,054"
19067,IA,Floyd County,"16,300","16,098","16,107","16,062","16,026","15,954","15,873"
19069,IA,Franklin County,"10,692","10,693","10,523","10,522","10,442","10,308","10,170"
19071,IA,Fremont County,"7,430","7,371","7,143","7,065","7,034","6,902","6,950"
19073,IA,Greene County,"9,350","9,320","9,171","9,145","9,129","8,960","9,011"
19075,IA,Grundy County,"12,457","12,474","12,440","12,324","12,376","12,413","12,313"
19077,IA,Guthrie County,"10,947","10,872","10,777","10,679","10,710","10,663","10,625"
19079,IA,Hamilton County,"15,640","15,460","15,327","15,330","15,189","15,213","15,076"
19081,IA,Hancock County,"11,307","11,271","11,165","11,061","10,986","10,985","10,835"
19083,IA,Hardin County,"17,537","17,402","17,353","17,413","17,354","17,276","17,226"
19085,IA,Harrison County,"14,927","14,797","14,522","14,415","14,342","14,248","14,149"
19087,IA,Henry County,"20,112","20,286","20,044","20,103","19,895","19,892","19,773"
19089,IA,Howard County,"9,561","9,538","9,576","9,476","9,400","9,367","9,332"
19091,IA,Humboldt County,"9,799","9,790","9,720","9,667","9,617","9,546","9,487"
19093,IA,Ida County,"7,067","7,079","7,091","7,130","6,994","7,004","6,985"
19095,IA,Iowa County,"16,338","16,352","16,218","16,344","16,378","16,381","16,311"
19097,IA,Jackson County,"19,832","19,724","19,693","19,549","19,476","19,454","19,472"
19099,IA,Jasper County,"36,819","36,631","36,566","36,743","36,830","36,729","36,708"
19101,IA,Jefferson County,"16,825","17,039","17,201","17,493","17,671","17,853","18,090"
19103,IA,Johnson County,"131,293","133,715","136,865","139,773","142,280","144,567","146,547"
19105,IA,Jones County,"20,671","20,739","20,595","20,494","20,480","20,395","20,439"
19107,IA,Keokuk County,"10,497","10,368","10,397","10,305","10,220","10,129","10,119"
19109,IA,Kossuth County,"15,525","15,392","15,373","15,282","15,204","15,155","15,114"
19111,IA,Lee County,"35,838","35,586","35,610","35,359","35,206","35,071","34,615"
19113,IA,Linn County,"211,682","214,022","215,255","216,077","217,596","219,792","221,661"
19115,IA,Louisa County,"11,362","11,366","11,340","11,321","11,222","11,231","11,142"
19117,IA,Lucas County,"8,891","8,838","8,754","8,722","8,685","8,692","8,647"
19119,IA,Lyon County,"11,567","11,720","11,772","11,687","11,690","11,749","11,754"
19121,IA,Madison County,"15,734","15,735","15,639","15,471","15,602","15,746","15,848"
19123,IA,Mahaska County,"22,401","22,510","22,419","22,403","22,326","22,291","22,181"
19125,IA,Marion County,"33,232","33,319","33,315","33,077","33,261","33,141","33,189"
19127,IA,Marshall County,"40,695","40,990","41,053","41,004","40,792","40,512","40,312"
19129,IA,Mills County,"15,058","15,014","14,853","14,859","14,708","14,815","14,972"
19131,IA,Mitchell County,"10,806","10,721","10,746","10,718","10,769","10,787","10,763"
19133,IA,Monona County,"9,233","9,262","9,138","9,092","8,965","8,974","8,898"
19135,IA,Monroe County,"7,986","8,044","8,066","7,977","7,960","7,947","7,870"
19137,IA,Montgomery County,"10,703","10,655","10,567","10,438","10,443","10,227","10,225"
19139,IA,Muscatine County,"42,735","42,767","42,884","42,941","42,961","43,017","42,940"
19141,IA,O'Brien County,"14,398","14,206","14,161","14,043","14,062","13,989","14,020"
19143,IA,Osceola County,"6,453","6,308","6,180","6,206","6,193","6,127","6,064"
19145,IA,Page County,"15,940","15,926","15,750","15,554","15,544","15,521","15,391"
19147,IA,Palo Alto County,"9,394","9,360","9,281","9,182","9,126","9,139","9,047"
19149,IA,Plymouth County,"24,968","24,831","24,888","24,945","24,913","24,913","25,200"
19151,IA,Pocahontas County,"7,277","7,218","7,161","7,145","7,123","6,991","6,886"
19153,IA,Polk County,"432,282","437,807","443,821","451,461","459,780","466,688","474,045"
19155,IA,Pottawattamie County,"93,368","93,450","92,887","92,814","93,174","93,534","93,582"
19157,IA,Poweshiek County,"18,908","18,867","18,766","18,632","18,667","18,512","18,533"
19159,IA,Ringgold County,"5,122","5,098","5,082","5,036","5,031","5,054","5,068"
19161,IA,Sac County,"10,352","10,235","10,177","10,050","10,060","10,009","9,876"
19163,IA,Scott County,"165,747","167,046","168,840","170,551","171,546","172,170","172,474"
19165,IA,Shelby County,"12,165","12,031","12,082","11,964","11,962","11,913","11,800"
19167,IA,Sioux County,"33,733","34,030","34,339","34,494","34,622","34,752","34,898"
19169,IA,Story County,"89,634","90,864","91,799","93,569","95,366","96,346","97,090"
19171,IA,Tama County,"17,725","17,635","17,536","17,512","17,405","17,341","17,319"
19173,IA,Taylor County,"6,315","6,283","6,237","6,210","6,155","6,229","6,216"
19175,IA,Union County,"12,520","12,570","12,599","12,606","12,621","12,447","12,420"
19177,IA,Van Buren County,"7,559","7,514","7,456","7,438","7,410","7,325","7,271"
19179,IA,Wapello County,"35,648","35,434","35,357","35,379","35,244","35,248","34,982"
19181,IA,Warren County,"46,332","46,678","46,991","47,452","48,010","48,706","49,691"
19183,IA,Washington County,"21,696","21,837","21,928","22,017","22,097","22,251","22,281"
19185,IA,Wayne County,"6,400","6,367","6,364","6,422","6,392","6,386","6,452"
19187,IA,Webster County,"37,876","37,727","37,252","37,256","36,983","36,992","36,769"
19189,IA,Winnebago County,"10,840","10,727","10,634","10,477","10,593","10,567","10,631"
19191,IA,Winneshiek County,"21,065","21,045","21,042","20,862","20,728","20,754","20,561"
19193,IA,Woodbury County,"102,363","102,649","102,330","102,242","102,314","102,464","102,779"
19195,IA,Worth County,"7,583","7,583","7,525","7,541","7,605","7,562","7,572"
19197,IA,Wright County,"13,197","13,039","13,019","12,969","12,883","12,803","12,779"
20001,KS,Allen County,"13,355","13,344","13,336","13,080","12,903","12,724","12,714"
20003,KS,Anderson County,"8,092","8,046","7,912","7,845","7,880","7,824","7,827"
20005,KS,Atchison County,"16,868","16,778","16,793","16,696","16,509","16,409","16,380"
20007,KS,Barber County,"4,838","4,914","4,866","4,914","4,878","4,821","4,688"
20009,KS,Barton County,"27,683","27,676","27,515","27,425","27,262","27,092","26,775"
20011,KS,Bourbon County,"15,143","14,925","14,844","14,796","14,774","14,724","14,617"
20013,KS,Brown County,"9,978","9,989","9,879","9,940","9,804","9,745","9,684"
20015,KS,Butler County,"65,914","65,870","65,781","65,835","66,077","66,601","67,025"
20017,KS,Chase County,"2,792","2,789","2,752","2,701","2,673","2,676","2,669"
20019,KS,Chautauqua County,"3,647","3,614","3,565","3,546","3,473","3,392","3,374"
20021,KS,Cherokee County,"21,549","21,373","21,201","20,908","20,769","20,561","20,246"
20023,KS,Cheyenne County,"2,720","2,705","2,677","2,678","2,694","2,687","2,661"
20025,KS,Clark County,"2,201","2,137","2,179","2,194","2,120","2,089","2,072"
20027,KS,Clay County,"8,541","8,513","8,508","8,401","8,338","8,340","8,143"
20029,KS,Cloud County,"9,525","9,405","9,407","9,370","9,348","9,235","9,150"
20031,KS,Coffey County,"8,589","8,515","8,507","8,424","8,440","8,359","8,433"
20033,KS,Comanche County,"1,888","1,885","1,910","1,922","1,945","1,839","1,862"
20035,KS,Cowley County,"36,300","36,240","36,262","36,181","35,911","35,777","35,753"
20037,KS,Crawford County,"39,177","39,198","39,369","39,312","39,327","39,231","39,164"
20039,KS,Decatur County,"2,946","2,918","2,877","2,905","2,890","2,926","2,832"
20041,KS,Dickinson County,"19,779","19,707","19,731","19,477","19,354","19,292","19,064"
20043,KS,Doniphan County,"7,948","7,951","7,869","7,844","7,833","7,756","7,664"
20045,KS,Douglas County,"111,245","112,424","113,304","114,672","116,430","117,915","119,440"
20047,KS,Edwards County,"3,050","3,028","2,980","2,965","3,022","2,970","2,938"
20049,KS,Elk County,"2,873","2,799","2,678","2,647","2,699","2,602","2,547"
20051,KS,Ellis County,"28,445","28,779","29,125","29,089","29,027","29,024","28,893"
20053,KS,Ellsworth County,"6,518","6,469","6,471","6,382","6,365","6,330","6,328"
20055,KS,Finney County,"36,957","37,131","37,114","37,031","37,048","37,000","36,722"
20057,KS,Ford County,"34,041","34,410","34,729","34,829","34,667","34,263","33,971"
20059,KS,Franklin County,"26,009","25,879","25,859","25,770","25,567","25,559","25,560"
20061,KS,Geary County,"35,284","35,301","37,947","36,893","36,682","36,981","35,586"
20063,KS,Gove County,"2,681","2,691","2,722","2,761","2,710","2,657","2,589"
20065,KS,Graham County,"2,606","2,635","2,587","2,592","2,553","2,589","2,564"
20067,KS,Grant County,"7,834","7,884","7,824","7,822","7,758","7,690","7,646"
20069,KS,Gray County,"6,026","6,104","5,983","5,996","6,078","6,095","6,034"
20071,KS,Greeley County,"1,259","1,254","1,270","1,292","1,302","1,317","1,296"
20073,KS,Greenwood County,"6,673","6,607","6,440","6,375","6,308","6,244","6,151"
20075,KS,Hamilton County,"2,706","2,629","2,635","2,593","2,590","2,481","2,536"
20077,KS,Harper County,"6,018","5,939","5,859","5,844","5,821","5,781","5,685"
20079,KS,Harvey County,"34,740","34,707","34,796","34,784","34,670","34,908","34,913"
20081,KS,Haskell County,"4,273","4,216","4,196","4,101","4,076","4,058","4,006"
20083,KS,Hodgeman County,"1,915","1,988","1,964","1,954","1,911","1,896","1,870"
20085,KS,Jackson County,"13,472","13,448","13,417","13,332","13,456","13,328","13,291"
20087,KS,Jefferson County,"19,133","18,983","18,921","18,835","18,863","18,886","18,897"
20089,KS,Jewell County,"3,067","3,090","3,040","3,059","3,038","2,978","2,901"
20091,KS,Johnson County,"545,816","552,855","559,515","566,393","573,024","578,758","584,451"
20093,KS,Kearny County,"3,990","3,967","3,983","3,921","3,944","3,948","3,917"
20095,KS,Kingman County,"7,841","7,898","7,831","7,829","7,704","7,653","7,467"
20097,KS,Kiowa County,"2,562","2,557","2,505","2,527","2,525","2,558","2,483"
20099,KS,Labette County,"21,544","21,424","21,206","20,913","20,852","20,749","20,444"
20101,KS,Lane County,"1,738","1,764","1,701","1,718","1,685","1,663","1,636"
20103,KS,Leavenworth County,"76,543","77,102","77,713","78,141","78,658","79,207","80,204"
20105,KS,Lincoln County,"3,233","3,216","3,170","3,143","3,158","3,126","3,073"
20107,KS,Linn County,"9,635","9,606","9,482","9,515","9,502","9,561","9,558"
20109,KS,Logan County,"2,774","2,764","2,792","2,780","2,784","2,814","2,831"
20111,KS,Lyon County,"33,642","33,654","33,534","33,517","33,201","33,243","33,510"
20113,KS,McPherson County,"29,142","29,213","29,341","29,596","29,134","28,944","28,804"
20115,KS,Marion County,"12,664","12,546","12,379","12,234","12,221","12,120","12,112"
20117,KS,Marshall County,"10,109","9,999","10,065","10,020","9,990","9,906","9,836"
20119,KS,Meade County,"4,591","4,524","4,397","4,295","4,353","4,288","4,216"
20121,KS,Miami County,"32,876","32,714","32,622","32,807","32,817","32,727","32,964"
20123,KS,Mitchell County,"6,346","6,296","6,334","6,330","6,271","6,319","6,243"
20125,KS,Montgomery County,"35,383","34,764","34,447","34,361","33,957","33,316","32,746"
20127,KS,Morris County,"5,911","5,860","5,852","5,717","5,678","5,650","5,573"
20129,KS,Morton County,"3,237","3,171","3,133","3,133","3,058","2,992","2,848"
20131,KS,Nemaha County,"10,171","10,136","10,117","10,158","10,162","10,209","10,241"
20133,KS,Neosho County,"16,495","16,469","16,462","16,451","16,396","16,333","16,146"
20135,KS,Ness County,"3,107","3,124","3,083","3,087","3,089","3,015","2,962"
20137,KS,Norton County,"5,657","5,670","5,597","5,620","5,528","5,552","5,493"
20139,KS,Osage County,"16,292","16,340","16,170","16,088","15,991","15,912","15,843"
20141,KS,Osborne County,"3,836","3,846","3,818","3,815","3,772","3,684","3,642"
20143,KS,Ottawa County,"6,095","6,086","6,062","6,060","6,032","5,946","5,920"
20145,KS,Pawnee County,"6,970","7,013","6,894","6,910","6,849","6,805","6,743"
20147,KS,Phillips County,"5,625","5,540","5,516","5,554","5,492","5,431","5,428"
20149,KS,Pottawatomie County,"21,714","22,032","22,335","22,611","22,799","23,194","23,661"
20151,KS,Pratt County,"9,645","9,650","9,772","9,798","9,775","9,718","9,584"
20153,KS,Rawlins County,"2,502","2,542","2,540","2,591","2,565","2,538","2,549"
20155,KS,Reno County,"64,565","64,422","64,245","64,168","63,737","63,647","63,220"
20157,KS,Republic County,"4,943","4,901","4,847","4,794","4,776","4,722","4,699"
20159,KS,Rice County,"10,107","10,090","10,000","9,985","9,986","9,943","9,831"
20161,KS,Riley County,"71,606","73,338","76,273","75,502","74,698","75,312","73,343"
20163,KS,Rooks County,"5,181","5,195","5,212","5,181","5,173","5,159","5,076"
20165,KS,Rush County,"3,317","3,201","3,208","3,179","3,171","3,102","3,058"
20167,KS,Russell County,"6,990","6,972","6,978","6,955","6,989","7,029","6,988"
20169,KS,Saline County,"55,772","55,726","55,838","55,726","55,514","55,516","55,142"
20171,KS,Scott County,"4,950","4,905","4,870","4,922","4,985","4,980","5,032"
20173,KS,Sedgwick County,"499,320","500,900","503,945","506,141","508,666","510,360","511,995"
20175,KS,Seward County,"22,983","23,171","23,403","23,355","23,299","23,159","22,709"
20177,KS,Shawnee County,"178,351","178,908","178,980","178,661","178,509","178,541","178,146"
20179,KS,Sheridan County,"2,549","2,543","2,531","2,534","2,535","2,501","2,509"
20181,KS,Sherman County,"6,009","6,033","6,106","6,077","6,064","5,976","5,965"
20183,KS,Smith County,"3,860","3,790","3,751","3,703","3,725","3,693","3,632"
20185,KS,Stafford County,"4,420","4,382","4,343","4,340","4,293","4,236","4,208"
20187,KS,Stanton County,"2,247","2,217","2,163","2,172","2,125","2,053","2,062"
20189,KS,Stevens County,"5,743","5,639","5,748","5,813","5,812","5,731","5,584"
20191,KS,Sumner County,"24,096","23,845","23,701","23,609","23,471","23,494","23,272"
20193,KS,Thomas County,"7,941","7,945","7,938","7,951","7,850","7,915","7,892"
20195,KS,Trego County,"2,991","2,974","2,969","2,964","2,908","2,923","2,872"
20197,KS,Wabaunsee County,"7,032","7,032","7,007","7,027","6,972","6,905","6,891"
20199,KS,Wallace County,"1,483","1,524","1,528","1,566","1,509","1,513","1,497"
20201,KS,Washington County,"5,781","5,831","5,726","5,627","5,602","5,564","5,546"
20203,KS,Wichita County,"2,241","2,262","2,230","2,185","2,170","2,145","2,112"
20205,KS,Wilson County,"9,406","9,243","9,126","9,090","8,989","8,852","8,723"
20207,KS,Woodson County,"3,304","3,312","3,267","3,205","3,168","3,124","3,165"
20209,KS,Wyandotte County,"157,678","157,973","159,360","160,744","161,855","163,095","163,831"
21001,KY,Adair County,"18,742","18,978","18,931","19,095","19,210","19,264","19,280"
21003,KY,Allen County,"20,033","20,171","20,232","20,278","20,405","20,561","20,631"
21005,KY,Anderson County,"21,448","21,548","21,660","21,731","21,858","21,929","22,158"
21007,KY,Ballard County,"8,257","8,289","8,311","8,277","8,217","8,219","8,054"
21009,KY,Barren County,"42,126","42,373","42,645","42,996","43,126","43,676","43,993"
21011,KY,Bath County,"11,609","11,707","11,802","12,004","12,173","12,261","12,327"
21013,KY,Bell County,"28,710","28,635","28,247","27,971","27,750","27,294","27,117"
21015,KY,Boone County,"119,362","121,449","122,847","123,998","125,735","127,163","128,536"
21017,KY,Bourbon County,"19,942","19,982","19,985","19,946","19,988","20,073","20,030"
21019,KY,Boyd County,"49,622","49,409","49,256","48,907","48,795","48,488","48,132"
21021,KY,Boyle County,"28,631","28,756","28,993","29,621","29,809","29,807","30,018"
21023,KY,Bracken County,"8,503","8,501","8,468","8,436","8,389","8,329","8,400"
21025,KY,Breathitt County,"13,856","13,839","13,657","13,584","13,425","13,430","13,284"
21027,KY,Breckinridge County,"20,039","20,274","20,095","20,053","19,897","19,993","19,961"
21029,KY,Bullitt County,"74,503","75,298","75,947","76,863","78,022","78,653","79,151"
21031,KY,Butler County,"12,719","12,765","12,794","12,796","12,843","12,860","12,845"
21033,KY,Caldwell County,"12,989","12,988","12,938","12,816","12,780","12,690","12,568"
21035,KY,Calloway County,"37,363","37,675","38,057","38,293","38,282","38,441","38,437"
21037,KY,Campbell County,"90,610","90,976","90,780","90,873","91,490","91,925","92,211"
21039,KY,Carlisle County,"5,100","5,046","5,042","4,980","4,988","4,903","4,855"
21041,KY,Carroll County,"10,804","10,979","10,869","10,854","10,758","10,718","10,679"
21043,KY,Carter County,"27,736","27,427","27,473","27,398","27,318","27,224","27,046"
21045,KY,Casey County,"15,954","15,958","16,081","16,092","15,837","15,815","15,815"
21047,KY,Christian County,"74,155","73,573","75,638","74,246","73,962","73,484","72,351"
21049,KY,Clark County,"35,609","35,466","35,752","35,595","35,681","35,684","35,819"
21051,KY,Clay County,"21,685","21,616","21,565","21,259","21,162","21,047","20,766"
21053,KY,Clinton County,"10,267","10,149","10,243","10,151","10,156","10,135","10,177"
21055,KY,Crittenden County,"9,315","9,285","9,259","9,208","9,202","9,198","9,188"
21057,KY,Cumberland County,"6,859","6,869","6,861","6,803","6,741","6,756","6,738"
21059,KY,Daviess County,"96,718","97,237","97,886","98,311","98,416","99,333","99,674"
21061,KY,Edmonson County,"12,194","12,267","12,141","12,092","12,043","12,040","12,114"
21063,KY,Elliott County,"7,882","7,915","7,761","7,669","7,638","7,650","7,588"
21065,KY,Estill County,"14,695","14,635","14,488","14,456","14,420","14,361","14,307"
21067,KY,Fayette County,"296,717","301,272","305,201","308,501","310,725","314,767","318,449"
21069,KY,Fleming County,"14,401","14,495","14,547","14,551","14,498","14,613","14,507"
21071,KY,Floyd County,"39,933","39,813","39,232","38,558","38,139","37,679","37,110"
21073,KY,Franklin County,"49,306","49,379","49,514","49,600","49,963","50,273","50,560"
21075,KY,Fulton County,"6,814","6,726","6,536","6,377","6,265","6,259","6,179"
21077,KY,Gallatin County,"8,611","8,580","8,491","8,489","8,564","8,562","8,609"
21079,KY,Garrard County,"16,945","16,835","16,953","16,927","16,906","17,175","17,292"
21081,KY,Grant County,"24,680","24,710","24,489","24,541","24,831","24,740","24,923"
21083,KY,Graves County,"37,223","37,542","37,535","37,352","37,577","37,251","37,182"
21085,KY,Grayson County,"25,800","25,789","25,864","26,024","26,155","26,233","26,184"
21087,KY,Green County,"11,238","11,221","11,317","11,173","11,043","11,022","11,060"
21089,KY,Greenup County,"36,897","36,805","36,647","36,423","36,282","36,031","35,893"
21091,KY,Hancock County,"8,551","8,609","8,666","8,672","8,722","8,710","8,810"
21093,KY,Hardin County,"107,020","107,498","107,173","108,282","108,610","106,486","107,316"
21095,KY,Harlan County,"29,225","29,172","28,715","28,562","28,098","27,613","27,168"
21097,KY,Harrison County,"18,815","18,684","18,602","18,548","18,635","18,712","18,646"
21099,KY,Hart County,"18,195","18,318","18,409","18,474","18,550","18,489","18,627"
21101,KY,Henderson County,"46,252","46,367","46,445","46,339","46,387","46,388","46,253"
21103,KY,Henry County,"15,380","15,365","15,325","15,413","15,538","15,544","15,818"
21105,KY,Hickman County,"4,868","4,813","4,751","4,726","4,710","4,642","4,627"
21107,KY,Hopkins County,"46,862","46,879","46,707","46,560","46,341","46,281","45,904"
21109,KY,Jackson County,"13,497","13,409","13,315","13,416","13,340","13,346","13,368"
21111,KY,Jefferson County,"742,277","746,240","751,342","757,715","760,703","763,509","765,352"
21113,KY,Jessamine County,"48,712","48,969","49,550","50,222","51,008","51,936","52,357"
21115,KY,Johnson County,"23,397","23,448","23,441","23,486","23,283","23,212","22,978"
21117,KY,Kenton County,"159,999","160,401","161,297","162,918","163,463","164,342","164,945"
21119,KY,Knott County,"16,330","16,293","16,124","16,097","15,955","15,700","15,544"
21121,KY,Knox County,"31,860","32,086","31,741","31,867","31,735","31,668","31,687"
21123,KY,Larue County,"14,192","14,203","14,093","14,081","14,171","14,193","14,096"
21125,KY,Laurel County,"58,990","59,368","59,603","59,747","60,048","60,101","60,250"
21127,KY,Lawrence County,"15,882","15,908","15,846","15,869","15,880","15,893","15,863"
21129,KY,Lee County,"7,707","7,691","7,551","6,838","6,774","6,737","6,580"
21131,KY,Leslie County,"11,286","11,281","11,170","11,036","10,892","10,707","10,538"
21133,KY,Letcher County,"24,550","24,432","24,039","23,588","23,417","23,091","22,773"
21135,KY,Lewis County,"13,832","13,806","13,754","13,698","13,760","13,576","13,442"
21137,KY,Lincoln County,"24,751","24,721","24,431","24,463","24,464","24,388","24,372"
21139,KY,Livingston County,"9,536","9,501","9,448","9,362","9,361","9,324","9,269"
21141,KY,Logan County,"26,845","26,814","26,682","26,958","26,815","26,739","26,593"
21143,KY,Lyon County,"8,315","8,425","8,440","8,448","8,379","8,289","8,069"
21145,KY,McCracken County,"65,532","65,779","65,635","65,368","65,324","64,973","65,162"
21147,KY,McCreary County,"18,290","18,276","18,058","17,927","17,892","17,861","17,511"
21149,KY,McLean County,"9,513","9,528","9,526","9,499","9,466","9,496","9,475"
21151,KY,Madison County,"83,485","84,842","85,517","86,062","87,218","88,276","89,547"
21153,KY,Magoffin County,"13,304","13,213","13,050","12,935","12,970","12,794","12,684"
21155,KY,Marion County,"19,816","20,037","19,974","19,940","19,101","19,263","19,205"
21157,KY,Marshall County,"31,470","31,284","31,289","31,228","31,072","31,109","31,365"
21159,KY,Martin County,"12,895","12,886","12,788","12,695","12,554","12,352","12,002"
21161,KY,Mason County,"17,500","17,536","17,458","17,298","17,122","17,077","17,190"
21163,KY,Meade County,"28,733","29,685","29,301","29,285","29,189","27,853","28,126"
21165,KY,Menifee County,"6,358","6,410","6,323","6,335","6,295","6,363","6,408"
21167,KY,Mercer County,"21,348","21,284","21,373","21,328","21,431","21,448","21,477"
21169,KY,Metcalfe County,"10,120","10,079","9,999","9,970","10,009","9,920","10,018"
21171,KY,Monroe County,"10,965","10,910","10,844","10,701","10,672","10,653","10,588"
21173,KY,Montgomery County,"26,557","26,761","26,894","27,266","27,391","27,631","27,771"
21175,KY,Morgan County,"13,746","13,723","13,531","13,390","13,382","13,292","13,298"
21177,KY,Muhlenberg County,"31,639","31,522","31,377","31,273","31,254","31,146","31,028"
21179,KY,Nelson County,"43,611","44,022","44,376","44,501","44,820","45,117","45,559"
21181,KY,Nicholas County,"7,123","7,096","7,027","7,034","7,075","7,088","7,084"
21183,KY,Ohio County,"23,847","24,004","24,056","24,047","24,064","24,216","24,378"
21185,KY,Oldham County,"60,425","60,756","62,104","63,059","64,029","64,626","65,560"
21187,KY,Owen County,"10,841","10,817","10,754","10,621","10,638","10,710","10,642"
21189,KY,Owsley County,"4,768","4,823","4,691","4,603","4,505","4,470","4,491"
21191,KY,Pendleton County,"14,902","14,649","14,523","14,539","14,460","14,463","14,560"
21193,KY,Perry County,"28,694","28,740","28,376","28,111","27,713","27,546","27,343"
21195,KY,Pike County,"65,083","64,950","64,645","63,917","63,033","61,804","60,555"
21197,KY,Powell County,"12,645","12,628","12,483","12,490","12,382","12,271","12,308"
21199,KY,Pulaski County,"63,202","63,435","63,508","63,734","63,837","63,827","63,956"
21201,KY,Robertson County,"2,273","2,290","2,220","2,221","2,199","2,158","2,155"
21203,KY,Rockcastle County,"17,068","17,116","17,084","16,751","16,832","16,950","16,850"
21205,KY,Rowan County,"23,387","23,593","23,873","24,253","24,264","24,667","24,451"
21207,KY,Russell County,"17,558","17,676","17,566","17,725","17,770","17,636","17,722"
21209,KY,Scott County,"47,457","48,060","49,066","50,067","51,308","52,327","53,972"
21211,KY,Shelby County,"42,259","42,917","43,651","44,290","44,894","45,591","46,408"
21213,KY,Simpson County,"17,352","17,326","17,592","17,760","17,855","17,990","18,083"
21215,KY,Spencer County,"17,108","17,356","17,426","17,576","17,736","17,979","18,274"
